MARKET_RUN_ID,OPR_DT,OPR_HR,DATA_ITEM,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,VALUE,GROUP
DAM,2022-08-01,11,DAM_FORECAST,2022-08-01T17:00:00-00:00,2022-08-01T18:00:00-00:00,11773.65,1
DAM,2022-08-01,10,DAM_FORECAST,2022-08-01T16:00:00-00:00,2022-08-01T17:00:00-00:00,10999.82,1
DAM,2022-08-01,2,DAM_FORECAST,2022-08-01T08:00:00-00:00,2022-08-01T09:00:00-00:00,2243.61,1
DAM,2022-08-01,6,DAM_FORECAST,2022-08-01T12:00:00-00:00,2022-08-01T13:00:00-00:00,1699.14,1
DAM,2022-08-01,9,DAM_FORECAST,2022-08-01T15:00:00-00:00,2022-08-01T16:00:00-00:00,9588.77,1
DAM,2022-08-01,22,DAM_FORECAST,2022-08-02T04:00:00-00:00,2022-08-02T05:00:00-00:00,2802.15,1
DAM,2022-08-01,19,DAM_FORECAST,2022-08-02T01:00:00-00:00,2022-08-02T02:00:00-00:00,6919.29,1
DAM,2022-08-01,23,DAM_FORECAST,2022-08-02T05:00:00-00:00,2022-08-02T06:00:00-00:00,2958.99,1
DAM,2022-08-01,4,DAM_FORECAST,2022-08-01T10:00:00-00:00,2022-08-01T11:00:00-00:00,1927.95,1
DAM,2022-08-01,15,DAM_FORECAST,2022-08-01T21:00:00-00:00,2022-08-01T22:00:00-00:00,12608.95,1
DAM,2022-08-01,24,DAM_FORECAST,2022-08-02T06:00:00-00:00,2022-08-02T07:00:00-00:00,2949.48,1
DAM,2022-08-01,16,DAM_FORECAST,2022-08-01T22:00:00-00:00,2022-08-01T23:00:00-00:00,12569.88,1
DAM,2022-08-01,12,DAM_FORECAST,2022-08-01T18:00:00-00:00,2022-08-01T19:00:00-00:00,12212.58,1
DAM,2022-08-01,21,DAM_FORECAST,2022-08-02T03:00:00-00:00,2022-08-02T04:00:00-00:00,2570.19,1
DAM,2022-08-01,5,DAM_FORECAST,2022-08-01T11:00:00-00:00,2022-08-01T12:00:00-00:00,1857.85,1
DAM,2022-08-01,7,DAM_FORECAST,2022-08-01T13:00:00-00:00,2022-08-01T14:00:00-00:00,2286.17,1
DAM,2022-08-01,20,DAM_FORECAST,2022-08-02T02:00:00-00:00,2022-08-02T03:00:00-00:00,3031.19,1
DAM,2022-08-01,18,DAM_FORECAST,2022-08-02T00:00:00-00:00,2022-08-02T01:00:00-00:00,10471.26,1
DAM,2022-08-01,13,DAM_FORECAST,2022-08-01T19:00:00-00:00,2022-08-01T20:00:00-00:00,12443.01,1
DAM,2022-08-01,1,DAM_FORECAST,2022-08-01T07:00:00-00:00,2022-08-01T08:00:00-00:00,2320.1,1
DAM,2022-08-01,8,DAM_FORECAST,2022-08-01T14:00:00-00:00,2022-08-01T15:00:00-00:00,6237.6,1
DAM,2022-08-01,14,DAM_FORECAST,2022-08-01T20:00:00-00:00,2022-08-01T21:00:00-00:00,12642.55,1
DAM,2022-08-01,17,DAM_FORECAST,2022-08-01T23:00:00-00:00,2022-08-02T00:00:00-00:00,12078.88,1
DAM,2022-08-01,3,DAM_FORECAST,2022-08-01T09:00:00-00:00,2022-08-01T10:00:00-00:00,2093.8,1
DAM,2022-08-01,21,DAM_NET_VIRTUAL,2022-08-02T03:00:00-00:00,2022-08-02T04:00:00-00:00,-448.74,2
DAM,2022-08-01,13,DAM_NET_VIRTUAL,2022-08-01T19:00:00-00:00,2022-08-01T20:00:00-00:00,662.46,2
DAM,2022-08-01,6,DAM_NET_VIRTUAL,2022-08-01T12:00:00-00:00,2022-08-01T13:00:00-00:00,720.74,2
DAM,2022-08-01,23,DAM_NET_VIRTUAL,2022-08-02T05:00:00-00:00,2022-08-02T06:00:00-00:00,287.19,2
DAM,2022-08-01,18,DAM_NET_VIRTUAL,2022-08-02T00:00:00-00:00,2022-08-02T01:00:00-00:00,-573.36,2
DAM,2022-08-01,16,DAM_NET_VIRTUAL,2022-08-01T22:00:00-00:00,2022-08-01T23:00:00-00:00,-338.61,2
DAM,2022-08-01,12,DAM_NET_VIRTUAL,2022-08-01T18:00:00-00:00,2022-08-01T19:00:00-00:00,677.2,2
DAM,2022-08-01,10,DAM_NET_VIRTUAL,2022-08-01T16:00:00-00:00,2022-08-01T17:00:00-00:00,558.78,2
DAM,2022-08-01,2,DAM_NET_VIRTUAL,2022-08-01T08:00:00-00:00,2022-08-01T09:00:00-00:00,281.87,2
DAM,2022-08-01,24,DAM_NET_VIRTUAL,2022-08-02T06:00:00-00:00,2022-08-02T07:00:00-00:00,66.71,2
DAM,2022-08-01,11,DAM_NET_VIRTUAL,2022-08-01T17:00:00-00:00,2022-08-01T18:00:00-00:00,734.86,2
DAM,2022-08-01,4,DAM_NET_VIRTUAL,2022-08-01T10:00:00-00:00,2022-08-01T11:00:00-00:00,503.28,2
DAM,2022-08-01,17,DAM_NET_VIRTUAL,2022-08-01T23:00:00-00:00,2022-08-02T00:00:00-00:00,-737.12,2
