,RT_LMP,RT_MCC,RT_MCE,RT_MCL,RT_MGHG,DA_LMP,DA_MCC,DA_MCE,DA_MCL,DA_MGHG,Export,Generation,Import,NP15_Solar_Renewable Forecast Actual Generation,NP15_Wind_Renewable Forecast Actual Generation,SP15_Solar_Renewable Forecast Actual Generation,SP15_Wind_Renewable Forecast Actual Generation,ZP26_Solar_Renewable Forecast Actual Generation,NP15_Solar_Renewable Forecast Day Ahead,NP15_Wind_Renewable Forecast Day Ahead,SP15_Solar_Renewable Forecast Day Ahead,SP15_Wind_Renewable Forecast Day Ahead,ZP26_Solar_Renewable Forecast Day Ahead,HLY-CLDH-NORMAL_USW00023129,HLY-CLDH-NORMAL_USW00023174,HLY-CLDH-NORMAL_USW00023188,HLY-HTDH-NORMAL_USW00023129,HLY-HTDH-NORMAL_USW00023174,HLY-HTDH-NORMAL_USW00023188,HLY-TEMP-NORMAL_USW00023129,HLY-TEMP-NORMAL_USW00023174,HLY-TEMP-NORMAL_USW00023188,DART,friday,weekend,hour,Total_Solar_Actual,Total_Solar_Forecast,Total_Wind_Actual,Total_Wind_Forecast,Total_Wind_Solar_Actual,Total_Wind_Solar_Forecast,renew_forecast_error,prev_day_renew_forecast_error,prev_day_Export,prev_day_Generation,prev_day_Import
2022-08-01 00:00:00-07:00,83.619805,0.460775,77.05372416666667,6.105308333333333,0.0,76.04114,-4.3327,82.15664,-1.7828,0.0,1713.0491666666667,19642.9325,8977.858333333334,-1.95114,954.09933,-27.70181,300.74509,-6.2307,0.0,1014.61,0.0,924.8,0.0,3.3,2.6,3.4,0.2,0.3,0.2,68.1,67.3,68.2,-7.578665000000001,0,0,0,-35.883649999999996,0.0,1254.84442,1939.4099999999999,1218.96077,1939.4099999999999,-720.44923,,,,
2022-08-01 01:00:00-07:00,88.22243250000001,-3.2380108333333335,84.2394675,7.220975,0.0,76.73656,-2.02852,78.76508,0.0,0.0,1704.0441666666666,17922.9325,8900.603333333333,-1.99908,945.16246,-27.63228,247.90854,-6.28022,0.0,963.14,0.0,888.36,0.0,5.5,4.5,4.6,0.1,0.1,0.1,70.4,69.4,69.5,-11.485872500000013,0,0,1,-35.91158,0.0,1193.071,1851.5,1157.15942,1851.5,-694.34058,,,,
2022-08-01 02:00:00-07:00,79.83085416666667,-0.8737058333333333,74.13073833333333,6.5738208333333334,0.0,74.60014,-2.18867,78.20431,-1.4155,0.0,1684.7958333333333,17019.880833333333,9009.977499999999,-2.0256,881.37875,-27.3824,170.59426,-6.25808,0.0,917.15,0.0,791.97,0.0,8.0,6.3,6.1,-777.7,-777.7,-777.7,73.0,71.3,71.1,-5.230714166666672,0,0,2,-35.66608,0.0,1051.97301,1709.12,1016.30693,1709.12,-692.8130699999999,,,,
2022-08-01 03:00:00-07:00,80.46104666666666,-0.30314583333333334,73.96338333333334,6.800810833333333,0.0,74.37176,-1.41315,77.2291,-1.44418,0.0,1675.4216666666669,16178.835,9270.408333333333,-1.97188,494.96685,-28.41868,82.63136,-6.19238,0.0,846.18,0.0,669.89,0.0,10.0,7.3,7.4,0.0,-777.7,-777.7,75.0,72.3,72.4,-6.089286666666666,0,0,3,-36.582939999999994,0.0,577.59821,1516.07,541.01527,1516.07,-975.05473,,,,
2022-08-01 04:00:00-07:00,83.78054,0.0,76.49064583333333,7.289891666666667,0.0,74.57854,-2.37722,78.36636,-1.41059,0.0,1676.0475,16574.642499999998,9150.859166666667,-1.94605,643.38513,-28.80428,49.04041,-6.12006,0.0,815.75,0.0,604.38,0.0,11.6,8.1,8.5,0.0,-777.7,0.0,76.6,73.1,73.5,-9.201999999999998,0,0,4,-36.87039,0.0,692.42554,1420.13,655.5551499999999,1420.13,-764.5748500000002,,,,
2022-08-01 05:00:00-07:00,90.98649333333333,0.0,83.3115775,7.674919166666666,0.0,79.26072,-2.35657,83.1472,-1.52991,0.0,1727.595,17637.314166666667,8716.9175,-1.98076,606.13502,-31.11495,53.92449,-6.18766,0.0,739.81,0.2,529.42,0.0,13.2,8.4,9.2,0.0,-777.7,0.0,78.2,73.4,74.2,-11.725773333333322,0,0,5,-39.28337,0.2,660.05951,1269.23,620.77614,1269.43,-648.65386,,,,
2022-08-01 06:00:00-07:00,93.2851225,-13.077509999999998,98.75832750000001,7.6043075,0.0,98.46591,-1.19742,101.1092,-1.44586,0.0,2351.3891666666664,19259.881666666668,8628.064166666667,15.15325,586.93618,352.65441,55.29218,28.44803,85.06,672.8,543.94,455.45,74.41,14.4,8.5,9.4,0.0,0.0,0.0,79.4,73.5,74.4,5.180787499999994,0,0,6,396.25569,703.41,642.2283600000001,1128.25,1038.48405,1831.6599999999999,-793.1759499999998,,,,
2022-08-01 07:00:00-07:00,88.48377583333333,-10.560093333333333,99.04386916666665,0.0,0.0,78.47056,0.0,80.75595,-2.28539,0.0,2247.0475,20484.900833333333,7702.329166666666,196.40732,441.98909,2111.23741,62.70137,380.88799,673.87,587.2,3347.76,333.91,640.51,15.2,8.2,9.4,0.0,0.0,0.0,80.2,73.2,74.4,-10.01321583333332,0,0,7,2688.53272,4662.14,504.69046,921.1100000000001,3193.22318,5583.25,-2390.02682,,,,
2022-08-01 08:00:00-07:00,77.4084175,0.0,77.4084175,0.0,0.0,72.32367,0.0,74.94681,-2.62314,0.0,2330.508333333333,22607.125833333335,6992.901666666666,562.40217,295.91144,5043.71611,56.8441,867.08799,1121.69,504.83,5743.99,207.37,1182.33,15.2,7.6,9.1,0.0,-777.7,0.0,80.2,72.6,74.1,-5.084747499999992,0,0,8,6473.206270000001,8048.01,352.75554,712.2,6825.961810000001,8760.210000000001,-1934.2481900000002,,,,
2022-08-01 09:00:00-07:00,76.72384416666667,-3.6675974999999994,79.35813916666667,1.0333033333333332,0.0,72.4557,0.0,74.76597,-2.31027,0.0,2608.1408333333334,23569.9825,6901.9725,793.92601,137.7503,6265.22257,39.45867,1272.58289,1273.95,463.65,6732.09,161.08,1461.83,14.2,6.6,8.4,0.0,-777.7,-777.7,79.2,71.6,73.4,-4.268144166666673,0,0,9,8331.73147,9467.869999999999,177.20897000000002,624.73,8508.94044,10092.599999999999,-1583.6595599999982,,,,
2022-08-01 10:00:00-07:00,79.32306083333333,-3.5409666666666664,81.40744583333334,1.45658,0.0,72.94586,0.0,75.64644,-2.70058,0.0,2612.72,25192.559999999998,6899.0,855.83476,118.01121,7180.03311,43.89222,1619.75967,1365.79,410.55,7280.73,157.26,1625.77,12.2,5.4,7.4,0.0,-777.7,-777.7,77.2,70.3,72.4,-6.377200833333333,0,0,10,9655.62754,10272.29,161.90343000000001,567.81,9817.53097,10840.1,-1022.5690300000006,,,,
2022-08-01 11:00:00-07:00,87.82141666666666,0.0,86.13728166666668,1.6841383333333333,0.0,76.34786,-0.06697,76.41483,0.0,0.0,2797.7616666666668,26996.67916666667,6964.1483333333335,948.83825,119.12167,7617.90336,94.39012,1673.61293,1438.81,343.55,7576.49,187.98,1725.83,9.4,3.8,6.0,0.0,0.1,-777.7,74.4,68.7,71.0,-11.473556666666667,0,0,11,10240.35454,10741.13,213.51179,531.53,10453.86633,11272.66,-818.7936699999991,,,,
2022-08-01 12:00:00-07:00,88.17750083333334,0.0,86.07979583333334,2.097705,0.0,83.41461,-0.30029,83.7149,0.0,0.0,3041.034166666667,28438.534166666668,6949.911666666667,1139.23346,142.71765,7777.33031,168.35053,1778.41362,1497.7,297.92,7614.76,262.42,1808.51,6.1,2.3,4.6,-777.7,0.3,-777.7,71.1,67.0,69.6,-4.762890833333344,0,0,12,10694.97739,10920.970000000001,311.06818,560.34,11006.04557,11481.310000000001,-475.2644300000011,,,,
2022-08-01 13:00:00-07:00,90.24980666666666,0.0,88.0247275,2.2250791666666667,0.0,89.81031,-0.30661,90.11692,0.0,0.0,3287.9708333333333,31040.571666666667,7524.215833333333,1260.0907,187.64512,7758.16915,219.30038,1859.50583,1543.33,321.32,7615.91,346.57,1820.24,4.3,1.9,4.0,0.1,0.4,0.1,69.3,66.4,69.0,-0.4394966666666562,0,0,13,10877.76568,10979.48,406.9455,667.89,11284.71118,11647.369999999999,-362.65881999999874,,,,
2022-08-01 14:00:00-07:00,113.32980583333334,15.233955,94.24624166666666,3.8496066666666664,0.0,92.8672,-0.09982,92.96702,0.0,0.0,3674.015,32229.829166666666,8132.581666666666,1369.58061,189.20007,7162.39767,271.98316,1821.3764,1566.5,351.7,7477.07,475.6,1765.92,3.5,1.7,3.8,0.2,0.5,0.1,68.4,66.2,68.7,-20.462605833333342,0,0,14,10353.35468,10809.49,461.18323,827.3,10814.537910000001,11636.789999999999,-822.2520899999981,,,,
2022-08-01 15:00:00-07:00,117.83559666666667,17.160396666666667,98.9187225,1.7564808333333335,0.0,103.66651,4.55426,99.11225,0.0,0.0,3879.1883333333335,32667.635,8547.710833333333,1346.67527,130.93755,6184.01999,382.44398,1728.6228,1561.13,388.45,7241.15,713.8,1691.53,2.9,1.6,3.6,0.3,0.6,0.1,67.7,66.0,68.5,-14.169086666666672,0,0,15,9259.31806,10493.81,513.38153,1102.25,9772.69959,11596.06,-1823.3604099999993,,,,
2022-08-01 16:00:00-07:00,90.93580583333333,9.4650575,81.4707475,0.0,0.0,101.67,1.60485,100.06515,0.0,0.0,3991.19,32572.664166666666,9580.191666666668,1245.75905,122.99769,5579.65221,623.54781,1609.95935,1529.8,443.79,6599.88,939.08,1556.13,2.6,1.5,3.4,0.3,0.6,0.1,67.2,65.9,68.3,10.734194166666668,0,0,16,8435.37061,9685.810000000001,746.5455000000001,1382.8700000000001,9181.91611,11068.680000000002,-1886.763890000002,,,,
2022-08-01 17:00:00-07:00,107.6147175,14.275154166666667,91.22008,2.1194841666666666,0.0,116.26418,0.0,116.26418,0.0,0.0,3764.2666666666664,31737.32416666667,9985.33,1199.89655,110.08668,4352.51402,628.09098,1392.93408,1395.22,466.94,5318.29,1107.32,1283.29,,1.3,3.1,,0.6,0.1,,65.7,68.1,8.649462499999998,0,0,17,6945.34465,7996.8,738.17766,1574.26,7683.52231,9571.06,-1887.5376899999992,,,,
2022-08-01 18:00:00-07:00,109.09505916666666,18.62335,88.38255083333333,2.089155,0.0,129.33813,3.52916,125.80898,0.0,0.0,3614.879166666667,31233.509166666667,10302.281666666668,905.93218,80.72432,2047.32679,1020.74513,800.68561,935.98,473.05,2771.66,1248.15,799.19,,1.3,3.1,,0.7,0.1,,65.5,68.0,20.24307083333335,0,0,18,3753.94458,4506.83,1101.46945,1721.2,4855.41403,6228.03,-1372.6159699999998,,,,
2022-08-01 19:00:00-07:00,104.02103166666666,10.214143333333334,90.48386583333333,3.3230191666666666,0.0,156.8921,0.32252,156.56958,0.0,0.0,3470.183333333333,29776.978333333333,10287.765833333333,273.95596,39.02985,239.2774,1478.98118,148.45531,186.33,486.79,333.13,1363.65,132.3,,1.2,3.0,,0.8,0.2,,65.4,67.8,52.87106833333334,0,0,19,661.68867,651.76,1518.01103,1850.44,2179.6997,2502.2,-322.5002999999997,,,,
2022-08-01 20:00:00-07:00,94.99025333333333,3.1466208333333334,84.91016666666667,6.933464166666667,0.0,128.1284,0.0,128.1284,0.0,0.0,3117.763333333334,28599.815000000002,10563.906666666668,3.28107,18.37616,-36.8448,1766.12607,-7.37401,0.18,519.08,0.06,1555.99,0.05,,1.1,2.8,,0.8,0.2,,65.3,67.6,33.13814666666667,0,0,20,-40.93774,0.29,1784.50223,2075.07,1743.56449,2075.36,-331.79551000000015,,,,
2022-08-01 21:00:00-07:00,92.52677833333333,0.5217608333333333,84.59291416666666,7.412106666666666,0.0,119.33,0.0,119.33,0.0,0.0,2894.015,27099.515,10138.420833333334,-2.84496,-2.72139,-35.00367,1971.87635,-6.51699,0.0,557.71,0.0,1714.71,0.0,,1.1,2.7,,0.8,0.2,,65.2,67.5,26.803221666666673,0,0,21,-44.36562,0.0,1969.15496,2272.42,1924.78934,2272.42,-347.63066000000003,,,,
2022-08-01 22:00:00-07:00,97.85745250000001,0.0,89.77019583333333,8.0872575,0.0,95.69749,-2.93159,100.96129,-2.33221,0.0,2007.555833333333,24493.414999999997,10023.990833333333,-2.25298,-4.45312,-33.36158,1865.5271,-6.09173,0.0,621.05,0.0,1796.5,0.0,1.6,1.0,2.7,0.7,0.9,0.2,65.9,65.2,67.5,-2.159962500000006,0,0,22,-41.706289999999996,0.0,1861.0739800000001,2417.55,1819.36769,2417.55,-598.1823100000001,,,,
2022-08-01 23:00:00-07:00,79.73196833333334,-0.07899083333333333,73.94607083333334,5.864888333333333,0.0,82.10982,-5.72187,89.70656,-1.87487,0.0,1842.2616666666665,22122.045,9764.2175,-2.24178,3.42569,-33.24631,2122.82308,-6.07137,0.0,638.16,0.0,1785.61,0.0,1.9,1.4,2.9,0.5,0.6,0.2,66.4,65.8,67.6,2.3778516666666576,0,0,23,-41.55946,0.0,2126.24877,2423.77,2084.68931,2423.77,-339.0806899999998,,,,
2022-08-02 00:00:00-07:00,74.52799166666667,-1.2983283333333333,70.25114916666666,5.57517,0.0,75.29748,-3.96743,81.48957,-2.22467,0.0,2016.4708333333335,20225.6325,9975.021666666666,-2.40375,-3.49232,-29.01153,2270.81085,-6.06031,0.0,680.07,0.0,2018.39,0.0,3.3,2.6,3.4,0.2,0.3,0.1,68.1,67.3,68.3,0.769488333333328,0,0,0,-37.47559,0.0,2267.31853,2698.46,2229.84294,2698.46,-468.61706000000004,-720.44923,1713.0491666666667,19642.9325,8977.858333333334
2022-08-02 01:00:00-07:00,70.83957916666667,-4.23589,69.43169,5.643778333333334,0.0,73.69887,-3.89213,79.62952,-2.03852,0.0,1772.8400000000001,18440.730833333335,9978.681666666665,-2.43303,1.01879,-28.39238,1950.05446,-6.04529,0.0,651.0,0.0,1934.81,0.0,5.6,4.5,4.7,0.1,0.1,0.1,70.5,69.4,69.6,2.8592908333333327,0,0,1,-36.8707,0.0,1951.0732500000001,2585.81,1914.2025500000002,2585.81,-671.6074499999997,-694.34058,1704.0441666666666,17922.9325,8900.603333333333
2022-08-02 02:00:00-07:00,68.89511166666666,-3.0086625,66.10189416666667,5.8018825000000005,0.0,70.79848,-3.45075,75.73361,-1.48438,0.0,1723.5475,16744.916666666668,10160.368333333334,-2.44295,40.26603,-28.20947,1743.34079,-6.04583,0.0,624.32,0.0,1830.08,0.0,8.1,6.3,6.2,-777.7,-777.7,-777.7,73.1,71.3,71.2,1.9033683333333329,0,0,2,-36.69825,0.0,1783.60682,2454.4,1746.90857,2454.4,-707.49143,-692.8130699999999,1684.7958333333333,17019.880833333333,9009.977499999999
2022-08-02 03:00:00-07:00,66.37521166666666,-2.5732075,63.43259833333334,5.515820000000001,0.0,70.55567,-2.17974,74.35638,-1.62097,0.0,1654.0900000000001,16068.096666666666,10162.365,-2.45928,67.97566,-28.93697,1539.80342,-6.06709,0.0,594.83,0.0,1749.55,0.0,10.1,7.4,7.6,0.0,-777.7,-777.7,75.1,72.3,72.6,4.180458333333348,0,0,3,-37.46334,0.0,1607.77908,2344.38,1570.31574,2344.38,-774.0642600000001,-975.05473,1675.4216666666669,16178.835,9270.408333333333
2022-08-02 04:00:00-07:00,69.4525375,-2.807795,66.41371916666667,5.846615833333334,0.0,70.5128,-3.9146,75.93858,-1.51118,0.0,1630.1308333333334,16228.400833333333,10208.404166666667,-2.49263,57.04837,-30.12805,1131.70067,-6.04413,0.0,578.97,0.0,1632.83,0.0,11.8,8.2,8.7,0.0,-777.7,0.0,76.8,73.2,73.7,1.0602624999999932,0,0,4,-38.66481,0.0,1188.74904,2211.8,1150.08423,2211.8,-1061.7157700000002,-764.5748500000002,1676.0475,16574.642499999998,9150.859166666667
2022-08-02 05:00:00-07:00,73.274245,1.690345,66.03791916666667,5.54598,0.0,76.33749,-2.9868,81.59256,-2.26827,0.0,1649.7358333333334,17488.905000000002,10244.245833333332,-2.46809,78.27491,-32.18168,1045.13402,-6.10843,0.0,559.21,0.18,1413.95,0.0,13.3,8.4,9.3,0.0,-777.7,0.0,78.3,73.4,74.3,3.063245000000009,0,0,5,-40.7582,0.18,1123.40893,1973.16,1082.65073,1973.3400000000001,-890.6892700000001,-648.65386,1727.595,17637.314166666667,8716.9175
2022-08-02 06:00:00-07:00,73.44057500000001,-2.530605,70.70983916666667,5.261341666666667,0.0,88.72697,-3.22527,94.24233,-2.29009,0.0,2029.7666666666667,18938.225833333334,9727.901666666667,57.26586,98.36543,632.87346,1167.32401,54.00135,95.33,553.6,557.14,1259.08,76.18,14.6,8.5,9.5,0.0,0.0,0.0,79.6,73.5,74.5,15.286394999999985,0,0,6,744.14067,728.6500000000001,1265.68944,1812.6799999999998,2009.83011,2541.33,-531.4998899999998,-793.1759499999998,2351.3891666666664,19259.881666666668,8628.064166666667
2022-08-02 07:00:00-07:00,59.88451333333333,-12.983373333333333,69.61483916666667,3.2530483333333335,0.0,75.91323,0.0,79.13398,-3.22075,0.0,2052.1633333333334,21037.045000000002,9366.915833333334,682.24725,109.84817,3886.76925,966.0306,602.13306,766.93,497.5,3573.8,1016.4,656.67,15.3,8.2,9.5,0.0,0.0,0.0,80.3,73.2,74.5,16.028716666666668,0,0,7,5171.14956,4997.400000000001,1075.87877,1513.9,6247.02833,6511.300000000001,-264.271670000001,-2390.02682,2247.0475,20484.900833333333,7702.329166666666
2022-08-02 08:00:00-07:00,44.82075916666667,0.0,43.67228666666667,1.1484716666666668,0.0,69.07625,0.0,72.17245,-3.0962,0.0,2176.1666666666665,23358.296666666665,8932.949166666667,1327.75054,82.5682,6667.80192,791.21261,1344.95258,1239.07,426.69,6098.3,734.48,1187.13,15.4,7.6,9.1,0.0,-777.7,0.0,80.4,72.6,74.1,24.255490833333333,0,0,8,9340.50504,8524.5,873.7808100000001,1161.17,10214.28585,9685.67,528.6158500000001,-1934.2481900000002,2330.508333333333,22607.125833333335,6992.901666666666
2022-08-02 09:00:00-07:00,32.433035833333335,0.0,31.572872500000003,0.8601641666666667,0.0,68.10812,-0.50984,71.55158,-2.93361,0.0,2304.6625,25180.338333333333,8720.455833333333,1609.08866,54.49608,7817.33881,623.90245,1685.77456,1346.77,354.55,7137.22,563.3,1448.14,14.3,6.6,8.4,0.0,-777.7,-777.7,79.3,71.6,73.4,35.675084166666664,0,0,9,11112.20203,9932.13,678.39853,917.8499999999999,11790.60056,10849.98,940.6205600000012,-1583.6595599999982,2608.1408333333334,23569.9825,6901.9725
2022-08-02 10:00:00-07:00,53.4474025,0.0,51.94143833333333,1.505965,0.0,69.8813,0.0,72.91454,-3.03324,0.0,2397.71,26374.439166666667,8829.939166666667,1695.60063,42.44756,8382.02379,528.65471,1869.28193,1405.04,323.24,7813.5,477.26,1607.38,12.4,5.4,7.5,0.0,-777.7,-777.7,77.4,70.3,72.5,16.433897499999993,0,0,10,11946.906350000001,10825.920000000002,571.10227,800.5,12518.00862,11626.420000000002,891.5886199999986,-1022.5690300000006,2612.72,25192.559999999998,6899.0
2022-08-02 11:00:00-07:00,60.60136666666667,0.0,59.72956333333334,0.8718041666666667,0.0,72.86271,-0.01327,76.4781,-3.60212,0.0,2864.646666666667,27535.999166666665,8829.7025,1720.87117,12.07395,8791.47913,434.72071,1933.85676,1421.89,364.83,8115.58,537.04,1699.13,9.4,3.8,6.1,0.0,0.1,-777.7,74.4,68.7,71.1,12.261343333333336,0,0,11,12446.20706,11236.599999999999,446.79466,901.8699999999999,12893.00172,12138.469999999998,754.5317200000027,-818.7936699999991,2797.7616666666668,26996.67916666667,6964.1483333333335
2022-08-02 12:00:00-07:00,63.933100833333334,-0.10337249999999999,63.05103499999999,0.9854383333333333,0.0,77.75745,0.0,81.74669,-3.98924,0.0,3543.1,28844.729166666668,9366.7975,1720.68086,8.61014,8599.14131,589.55265,1974.46368,1443.49,400.06,8200.35,652.72,1787.6,6.1,2.3,4.7,-777.7,0.3,-777.7,71.1,67.0,69.7,13.824349166666671,0,0,12,12294.285850000002,11431.44,598.16279,1052.78,12892.448640000002,12484.220000000001,408.2286400000012,-475.2644300000011,3041.034166666667,28438.534166666668,6949.911666666667
2022-08-02 13:00:00-07:00,75.58523833333334,-0.008366666666666666,75.59360583333334,0.0,0.0,83.20705,-0.16262,87.93341,-4.56374,0.0,3957.875,30660.7975,9918.495833333332,1717.73809,82.54089,8022.30367,750.42164,1927.37688,1450.58,485.93,8187.4,873.42,1840.41,4.4,1.9,4.1,0.1,0.5,0.1,69.3,66.5,69.1,7.621811666666659,0,0,13,11667.41864,11478.39,832.96253,1359.35,12500.38117,12837.74,-337.3588299999992,-362.65881999999874,3287.9708333333333,31040.571666666667,7524.215833333333
2022-08-02 14:00:00-07:00,74.41394416666667,-0.9688241666666667,73.91460916666666,1.4681591666666665,0.0,90.30188,-0.19457,95.21932,-4.72288,0.0,4435.6675000000005,32622.155833333334,9822.530833333332,1646.45311,238.6472,7930.10035,1101.19622,1841.73788,1457.9,589.14,8043.62,1296.16,1788.51,3.6,1.8,3.9,0.2,0.5,0.1,68.4,66.2,68.8,15.88793583333333,0,0,14,11418.29134,11290.03,1339.8434200000002,1885.3000000000002,12758.13476,13175.330000000002,-417.1952400000009,-822.2520899999981,3674.015,32229.829166666666,8132.581666666666
2022-08-02 15:00:00-07:00,75.61015583333334,0.016764166666666653,75.1996225,0.39377,0.0,94.58531,-0.14895,98.98052,-4.24626,0.0,4701.984166666666,34477.526666666665,9660.175,1606.63658,544.96004,7519.42285,1692.95602,1776.41429,1471.39,711.22,7756.83,1825.41,1743.0,3.0,1.7,3.7,0.3,0.6,0.1,67.7,66.0,68.6,18.97515416666667,0,0,15,10902.47372,10971.22,2237.91606,2536.63,13140.38978,13507.849999999999,-367.460219999999,-1823.3604099999993,3879.1883333333335,32667.635,8547.710833333333
2022-08-02 16:00:00-07:00,75.91083333333334,2.23938,71.8915425,1.7799083333333332,0.0,92.28697,-0.00568,92.29265,0.0,0.0,4572.44,35128.90363636363,9986.864545454546,1477.01529,680.02434,7163.56007,2287.80923,1633.79147,1452.23,794.65,7073.87,2298.41,1631.84,2.6,1.5,3.5,0.3,0.7,0.1,67.2,65.9,68.4,16.376136666666653,0,0,16,10274.36683,10157.94,2967.83357,3093.06,13242.200400000002,13251.0,-8.799599999998463,-1886.763890000002,3991.19,32572.664166666666,9580.191666666668
2022-08-02 17:00:00-07:00,76.46905,1.6497525,74.8193,0.0,0.0,103.71822,0.0,103.71822,0.0,0.0,4397.1033333333335,35020.831666666665,10545.74,1201.06064,789.49288,5949.85857,2727.10026,1400.56357,1362.51,816.33,5790.47,2580.22,1388.47,,1.3,3.3,,0.6,0.1,,65.7,68.2,27.249170000000007,0,0,17,8551.48278,8541.45,3516.59314,3396.5499999999997,12068.07592,11938.0,130.07591999999931,-1887.5376899999992,3764.2666666666664,31737.32416666667,9985.33
2022-08-02 18:00:00-07:00,93.25558000000001,3.474985,89.78059583333334,0.0,0.0,117.02,0.0,117.02,0.0,0.0,4424.669166666667,34112.06916666667,10448.0975,621.83565,842.33285,2992.04474,2946.95162,828.28934,935.03,834.78,3017.84,2750.98,858.75,,1.3,3.2,,0.8,0.1,,65.5,68.1,23.764419999999987,0,0,18,4442.16973,4811.62,3789.2844699999996,3585.76,8231.4542,8397.380000000001,-165.9258000000009,-1372.6159699999998,3614.879166666667,31233.509166666667,10302.281666666668
2022-08-02 19:00:00-07:00,95.19016749999999,0.0,89.39004583333333,5.8001225000000005,0.0,142.48322,0.0,142.48322,0.0,0.0,4064.5383333333334,32079.073333333334,10978.048333333334,147.0382,1053.96808,507.63899,2966.6571,134.38012,188.43,870.57,368.76,2811.47,134.83,,1.2,3.0,,0.8,0.2,,65.4,67.9,47.2930525,0,0,19,789.05731,692.0200000000001,4020.62518,3682.04,4809.68249,4374.06,435.62248999999974,-322.5002999999997,3470.183333333333,29776.978333333333,10287.765833333333
2022-08-02 20:00:00-07:00,92.64950499999999,0.0,87.40348,5.2460241666666665,0.0,118.92108,0.0,123.31095,-4.38987,0.0,3444.744166666667,31067.216666666664,10758.65,-3.51154,1110.77696,-21.70206,2816.04341,-7.54277,0.14,911.25,0.04,2867.03,0.01,,1.2,2.9,,0.8,0.2,,65.3,67.7,26.271575000000013,0,0,20,-32.75637,0.19000000000000003,3926.8203700000004,3778.28,3894.0640000000003,3778.4700000000003,115.59400000000005,-331.79551000000015,3117.763333333334,28599.815000000002,10563.906666666668
2022-08-02 21:00:00-07:00,89.08661833333333,-0.0014808333333333334,83.55487333333333,5.533225833333333,0.0,108.71208,0.0,112.32908,-3.617,0.0,3018.525,29093.553333333333,10764.076666666666,-3.01926,1043.60832,-23.77962,2801.27974,-6.65267,0.0,926.9,0.0,2914.91,0.0,,1.1,2.8,,0.8,0.2,,65.3,67.6,19.625461666666666,0,0,21,-33.45155,0.0,3844.88806,3841.81,3811.4365100000005,3841.81,-30.373489999999492,-347.63066000000003,2894.015,27099.515,10138.420833333334
2022-08-02 22:00:00-07:00,79.97900833333334,-0.3583066666666667,74.61461833333333,5.722695833333333,0.0,84.9012,-3.14096,91.33951,-3.29736,0.0,2070.94,25745.961666666666,10910.219166666668,-2.34085,989.74133,-21.89864,2769.17447,-6.11644,0.0,958.87,0.0,2977.87,0.0,1.7,1.1,2.8,0.7,0.9,0.2,66.0,65.2,67.6,4.922191666666663,0,0,22,-30.35593,0.0,3758.9157999999998,3936.74,3728.5598699999996,3936.74,-208.1801300000002,-598.1823100000001,2007.555833333333,24493.414999999997,10023.990833333333
2022-08-02 23:00:00-07:00,73.46159583333333,-0.11209916666666665,68.46407666666667,5.1096200000000005,0.0,79.98308,-4.66513,87.35626,-2.70804,0.0,1879.0166666666667,22966.22333333333,10751.275,-2.325,1004.16682,-21.58588,2773.86919,-6.08585,0.0,965.92,0.0,2921.72,0.0,2.0,1.4,2.9,0.5,0.6,0.2,66.5,65.8,67.7,6.521484166666667,0,0,23,-29.99673,0.0,3778.03601,3887.64,3748.03928,3887.64,-139.6007199999999,-339.0806899999998,1842.2616666666665,22122.045,9764.2175
2022-08-03 00:00:00-07:00,74.90090333333333,-0.24760416666666665,69.69585833333333,5.4526475,0.0,76.41292,-5.02521,83.12558,-1.68745,0.0,1721.5133333333333,21555.84,10061.091666666667,-2.4028,1041.48676,-21.4829,2806.28059,-6.13971,0.0,939.01,0.0,2992.65,0.0,3.4,2.6,3.5,0.2,0.3,0.1,68.1,67.3,68.4,1.5120166666666677,0,0,0,-30.02541,0.0,3847.76735,3931.66,3817.74194,3931.66,-113.91805999999997,-468.61706000000004,2016.4708333333335,20225.6325,9975.021666666666
2022-08-03 01:00:00-07:00,71.27275666666667,-5.611588333333334,71.20418416666666,5.680160833333333,0.0,71.90065,-4.69907,78.21086,-1.61114,0.0,1600.3400000000001,19922.5025,9963.641666666666,-2.41077,1038.39364,-21.19542,2770.70822,-6.1532,0.0,952.96,0.0,2875.9,0.0,5.6,4.5,4.7,0.1,0.1,0.1,70.5,69.4,69.7,0.6278933333333327,0,0,1,-29.759389999999996,0.0,3809.1018599999998,3828.86,3779.3424699999996,3828.86,-49.517530000000534,-671.6074499999997,1772.8400000000001,18440.730833333335,9978.681666666665
2022-08-03 02:00:00-07:00,72.4953225,-0.0018000000000000002,66.87539416666667,5.621728333333333,0.0,70.63279,-3.32017,75.75596,-1.80299,0.0,1560.175,18866.4675,9845.590833333334,-2.6207,1018.16248,-21.73336,2612.162,-6.1573,0.0,953.81,0.0,2726.99,0.0,8.1,6.4,6.3,-777.7,-777.7,-777.7,73.1,71.3,71.2,-1.8625325000000004,0,0,2,-30.51136,0.0,3630.3244799999998,3680.7999999999997,3599.81312,3680.7999999999997,-80.98687999999993,-707.49143,1723.5475,16744.916666666668,10160.368333333334
