,RT_LMP,RT_MCC,RT_MCE,RT_MCL,RT_MGHG,DA_LMP,DA_MCC,DA_MCE,DA_MCL,DA_MGHG,Export,Generation,Import,NP15_Solar_Renewable Forecast RTD,NP15_Wind_Renewable Forecast RTD,SP15_Solar_Renewable Forecast RTD,SP15_Wind_Renewable Forecast RTD,ZP26_Solar_Renewable Forecast RTD,renewables_rtd,HLY-CLDH-NORMAL_USW00023129,HLY-CLDH-NORMAL_USW00023174,HLY-CLDH-NORMAL_USW00023188,HLY-HTDH-NORMAL_USW00023129,HLY-HTDH-NORMAL_USW00023174,HLY-HTDH-NORMAL_USW00023188,HLY-TEMP-NORMAL_USW00023129,HLY-TEMP-NORMAL_USW00023174,HLY-TEMP-NORMAL_USW00023188,DART,friday,weekend,hour,Total_Solar_Forecast_RTD,Total_Wind_Forecast_RTD,Total_Wind_Solar_Forecast_RTD,renew_forecast_error,prev_day_renew_forecast_error,prev_day_Export,prev_day_Generation,prev_day_Import
2022-08-06 19:00:00+00:00,33.9349075,0.0,32.45767,1.4772375,0.0,74.40619,0.0,76.25929,-1.8531,0.0,3085.2683333333334,25432.94583333333,6666.724999999999,1901.91,664.01,8905.51,36.84,2072.15,13511.18,6.3,2.5,5.0,-777.7,0.3,-777.7,71.3,67.2,70.0,40.471282499999994,0,1,19,12879.57,700.85,13580.42,-69.23999999999978,71.6299999999992,3230.8075000000003,27544.377500000002,6933.138333333333
2022-08-06 20:00:00+00:00,51.81538833333334,0.524055,48.87122083333333,2.4201125,0.0,78.71667,0.0,81.10104,-2.38437,0.0,3329.435,26465.921666666665,6460.3625,1891.71,724.16,8969.18,88.45,2058.64,13627.51,4.6,2.1,4.5,0.1,0.5,0.1,69.5,66.7,69.4,26.901281666666655,0,1,20,12919.529999999999,812.61,13732.14,-104.6299999999992,-11.600000000000364,3339.851666666667,29002.540833333333,7162.982500000001
2022-08-06 21:00:00+00:00,50.13650166666667,0.0,47.905782499999994,2.2307208333333333,0.0,81.31632,0.0,83.69321,-2.37689,0.0,3401.35,26999.78,6711.313333333333,1885.24,731.43,8830.78,117.65,2044.39,13529.39,3.8,2.0,4.2,0.2,0.5,0.1,68.6,66.5,69.1,31.179818333333337,0,1,21,12760.41,849.0799999999999,13609.49,-80.10000000000036,187.13000000000102,3483.7258333333334,30227.168333333335,7865.69
2022-08-06 22:00:00+00:00,65.82819166666667,1.9818866666666668,61.228459166666674,2.617845,0.0,86.09357,0.0,88.57364,-2.48006,0.0,3581.101666666667,29279.92,6491.400000000001,1881.94,740.15,8666.25,130.66,1993.69,13002.17,3.2,1.9,4.0,0.3,0.6,0.1,68.0,66.3,68.9,20.26537833333333,0,1,22,12541.880000000001,870.81,13412.69,-410.52000000000044,-87.61000000000058,3681.1225,31694.14,8026.643333333333
2022-08-06 23:00:00+00:00,70.84456916666666,10.917660833333334,58.53405333333333,1.3928558333333332,0.0,100.50883,3.25762,99.70392,-2.45272,0.0,3736.6458333333335,30175.474166666667,7088.611666666667,1855.26,717.06,7901.58,263.29,1900.83,12293.79,2.8,1.7,3.8,0.3,0.7,0.1,67.5,66.1,68.7,29.664260833333344,0,1,23,11657.67,980.3499999999999,12638.02,-344.22999999999956,-597.6699999999983,3715.19,32549.953333333335,7666.580000000001
2022-08-07 00:00:00+00:00,92.67645583333332,12.304540833333334,76.87481749999999,3.4970966666666663,0.0,109.74587,4.71783,108.2094,-3.18136,0.0,4145.224166666667,31569.068333333333,7506.444166666667,1771.06,815.51,6868.83,545.98,1707.41,10750.43,,1.6,3.7,,0.6,0.1,,66.1,68.6,17.069414166666675,0,1,0,10347.3,1361.49,11708.789999999999,-958.3599999999988,-1126.5599999999995,3748.2358333333336,32301.551666666666,8285.036666666667
2022-08-07 01:00:00+00:00,101.73077666666666,13.0683125,84.06070749999999,4.601755,0.0,129.6892,5.36028,127.46455,-3.13563,0.0,4051.6749999999997,31159.4225,8242.980833333333,1446.51,858.86,4282.85,1050.51,1243.6,7114.39,,1.5,3.5,,0.7,0.1,,65.7,68.3,27.958423333333343,0,1,1,6972.960000000001,1909.37,8882.330000000002,-1767.9400000000014,-1872.5100000000002,3379.724166666667,31419.2625,8553.7075
2022-08-07 02:00:00+00:00,97.01576916666666,2.9555433333333334,88.08518249999999,5.975043333333333,0.0,153.29414,9.1904,146.99963,-2.89589,0.0,3640.9249999999997,29582.666666666668,8694.949999999999,539.48,957.91,1193.07,1654.63,391.4,3577.12,,1.4,3.3,,0.7,0.1,,65.6,68.1,56.27837083333334,0,1,2,2123.95,2612.54,4736.49,-1159.37,-951.9299999999998,3219.1783333333333,29845.569999999996,9014.156666666668
2022-08-07 03:00:00+00:00,89.47213166666667,3.63167,79.49034,6.350121666666666,0.0,129.58202,5.25592,126.34766,-2.02156,0.0,3188.6800000000003,27700.2,8914.418333333333,0.65,1046.59,0.62,1936.7,0.51,2943.98,,1.3,3.2,,0.8,0.2,,65.6,68.0,40.10988833333333,0,1,3,1.78,2983.29,2985.07,-41.090000000000146,39.92000000000053,2875.2225,28898.609166666665,8630.205
2022-08-07 04:00:00+00:00,91.31086916666668,4.351216666666667,80.26224416666666,6.697408333333333,0.0,116.26804,0.0,118.21865,-1.95061,0.0,2632.1733333333336,26007.561666666665,8480.262499999999,0.0,1072.03,0.0,1849.67,0.0,2936.76,,1.3,3.1,,0.8,0.2,,65.4,67.9,24.957170833333322,0,1,4,0.0,2921.7,2921.7,15.0600000000004,65.69000000000005,2519.858333333333,26977.3475,8355.989166666666
2022-08-07 05:00:00+00:00,78.52549333333333,2.0072533333333333,73.550665,2.9675741666666666,0.0,98.70156,0.0,98.70156,0.0,0.0,2068.8566666666666,23309.976666666666,8926.776666666667,0.0,1125.35,0.0,1843.64,0.0,3038.21,1.8,1.2,3.0,0.7,0.8,0.2,66.1,65.4,67.8,20.17606666666667,0,1,5,0.0,2968.99,2968.99,69.22000000000025,-14.7199999999998,2120.608333333333,24957.869166666667,9120.115
2022-08-07 06:00:00+00:00,71.06848583333333,-0.18971416666666666,66.34790083333333,4.9103,0.0,91.34198,-0.16538,91.50735,0.0,0.0,1935.3533333333335,20966.305,9061.245833333332,0.0,1154.39,0.0,1941.18,0.0,3103.16,2.1,1.6,3.1,0.5,0.6,0.2,66.6,66.0,67.9,20.27349416666668,0,1,6,0.0,3095.57,3095.57,7.589999999999691,57.74000000000024,2104.9725,22525.095,9010.9125
2022-08-07 07:00:00+00:00,70.22719666666667,0.0,66.72854166666666,3.498655,0.0,82.36391,-1.83685,85.6308,-1.43003,0.0,1567.3483333333334,19666.225833333334,8174.663333333334,0.0,1148.02,0.0,1821.29,0.0,2796.68,3.6,2.9,3.8,0.2,0.3,0.1,68.4,67.6,68.6,12.136713333333333,0,1,7,0.0,2969.31,2969.31,-172.6300000000001,-100.75,1980.7175,21227.412500000002,8428.058333333332
2022-08-08 07:00:00+00:00,76.41719666666667,0.0,72.42030333333334,3.9968925,0.0,88.01167,-0.63402,90.16955,-1.52387,0.0,1848.9066666666668,20039.091111111113,8391.854444444445,0.0,1138.54,0.0,1069.22,0.0,2078.08,3.7,2.9,3.9,0.2,0.3,0.2,68.4,67.7,68.8,11.594473333333326,0,0,7,0.0,2207.76,2207.76,-129.6800000000003,-172.6300000000001,1567.3483333333334,19666.225833333334,8174.663333333334
2022-08-08 08:00:00+00:00,73.38382083333333,0.0,69.38894333333333,3.9948766666666664,0.0,79.55897,-1.96039,82.97135,-1.452,0.0,1727.0916666666665,18663.001666666667,8327.681666666665,0.0,1141.95,0.0,845.89,0.0,1873.2,5.9,5.0,5.3,0.1,0.1,0.1,70.8,69.9,70.2,6.175149166666671,0,0,8,0.0,1987.8400000000001,1987.8400000000001,-114.6400000000001,,,,
2022-08-08 09:00:00+00:00,72.74804333333334,0.0,68.59900916666666,4.149033333333334,0.0,78.28316,-1.625,81.33974,-1.43158,0.0,1581.0475,17365.6425,8201.910833333333,0.0,1117.27,0.0,648.85,0.0,1655.14,8.5,6.8,6.9,-777.7,-777.7,-777.7,73.5,71.8,71.8,5.535116666666653,0,0,9,0.0,1766.12,1766.12,-110.97999999999979,,,,
2022-08-08 10:00:00+00:00,71.79683250000001,0.0,67.74434583333333,4.052485833333333,0.0,77.32123,-1.35695,80.21019,-1.53201,0.0,1436.5491666666667,16808.357500000002,7984.506666666667,0.0,1112.07,0.0,384.35,0.0,1424.53,10.7,7.8,8.2,0.0,-777.7,-777.7,75.7,72.8,73.2,5.524397499999992,0,0,10,0.0,1496.42,1496.42,-71.8900000000001,,,,
2022-08-08 11:00:00+00:00,72.66559083333333,0.0,68.54930666666667,4.1162841666666665,0.0,78.35363,-2.46922,82.2792,-1.45634,0.0,1414.925,17123.224166666667,7882.819166666667,0.0,1097.47,0.0,242.76,0.0,1276.62,12.2,8.6,9.3,0.0,-777.7,0.0,77.2,73.6,74.3,5.68803916666667,0,0,11,0.0,1340.23,1340.23,-63.61000000000013,,,,
2022-08-08 12:00:00+00:00,74.68447583333334,0.0,70.31905,4.365424166666667,0.0,86.47043,-1.43387,89.63425,-1.72994,0.0,1522.9366666666665,18459.578333333335,7850.8875,0.0,1085.87,0.0,102.54,0.0,1154.3,13.8,8.8,9.9,0.0,-777.7,0.0,78.8,73.8,74.9,11.785954166666656,0,0,12,0.0,1188.4099999999999,1188.4099999999999,-34.1099999999999,,,,
2022-08-08 13:00:00+00:00,77.76254916666666,0.0,73.54720999999999,4.215339166666666,0.0,107.18508,0.0,108.35532,-1.17024,0.0,3814.4383333333335,20680.046666666665,8303.163333333332,0.0,1109.74,2.59,54.85,0.0,1583.46,15.1,9.0,10.1,0.0,-777.7,0.0,80.1,73.9,75.1,29.42253083333334,0,0,13,2.59,1164.59,1167.1799999999998,416.2800000000002,,,,
2022-08-08 14:00:00+00:00,72.13108666666666,0.0,68.79793416666666,3.333153333333333,0.0,92.2949,0.0,94.14005,-1.84514,0.0,3940.0933333333337,23135.95,7624.993333333333,202.74,1089.86,1465.73,23.56,212.23,5337.95,15.8,8.6,10.0,0.0,-777.7,0.0,80.8,73.6,75.0,20.163813333333337,0,0,14,1880.7,1113.4199999999998,2994.12,2343.83,,,,
2022-08-08 15:00:00+00:00,68.2450575,0.2385125,66.98664333333333,1.0198991666666666,0.0,79.65195,0.0,81.52707,-1.87512,0.0,4099.0525,25345.284166666665,6321.0233333333335,1102.25,991.96,4824.15,5.61,937.63,8857.55,15.9,7.9,9.6,0.0,-777.7,0.0,80.9,72.9,74.6,11.406892499999998,0,0,15,6864.03,997.57,7861.599999999999,995.9499999999998,,,,
2022-08-08 16:00:00+00:00,68.28970416666667,3.3588641666666668,63.950800833333325,0.9800408333333334,0.0,79.10993,0.0,81.0968,-1.98687,0.0,4339.178333333333,26496.977499999997,5935.650000000001,1562.06,972.52,5745.7,12.89,1297.15,10713.83,14.7,7.0,8.9,0.0,-777.7,0.0,79.7,71.9,73.9,10.820225833333339,0,0,16,8604.91,985.41,9590.32,1123.5100000000002,,,,
2022-08-08 17:00:00+00:00,68.51838,0.3780325,66.63393416666666,1.5064133333333334,0.0,80.87715,0.0,82.85745,-1.98029,0.0,4760.095,27615.345,6039.44,1784.62,908.65,7249.76,45.48,1882.94,12011.64,12.7,5.6,7.9,0.0,-777.7,-777.7,77.7,70.6,72.9,12.358770000000007,0,0,17,10917.320000000002,954.13,11871.45,140.1899999999987,,,,
2022-08-08 18:00:00+00:00,71.76376666666667,1.1485275,69.20640333333334,1.4088366666666667,0.0,93.66487,3.76505,92.06331,-2.16349,0.0,5164.0625,28785.37,6636.779166666667,1802.48,813.62,7566.91,110.37,1986.25,12154.57,9.7,4.1,6.5,0.0,0.1,-777.7,74.7,68.9,71.5,21.901103333333324,0,0,18,11355.64,923.99,12279.63,-125.05999999999949,,,,
2022-08-08 19:00:00+00:00,83.28074,5.634015000000001,76.740255,0.9064666666666666,0.0,104.58853,6.2642,101.2609,-2.93657,0.0,5911.650833333333,30533.600833333334,6814.231666666667,1863.7,719.3,7355.2,173.48,2017.37,11934.14,6.4,2.6,5.1,-777.7,0.3,-777.7,71.4,67.3,70.1,21.30779000000001,0,0,19,11236.27,892.78,12129.050000000001,-194.91000000000167,,,,
2022-08-08 20:00:00+00:00,140.93786666666668,30.536614166666666,109.84547083333332,0.5557825,0.0,115.74384,6.61201,112.17168,-3.03985,0.0,6051.5625,32715.6675,7179.245,1879.24,685.55,6743.29,218.38,2012.3,11274.72,4.7,2.3,4.6,0.1,0.5,0.1,69.6,66.8,69.5,-25.194026666666673,0,0,20,10634.83,903.93,11538.76,-264.0400000000009,,,,
2022-08-08 21:00:00+00:00,142.2259275,30.9179175,111.10701999999999,0.20099,0.0,130.31,12.25703,118.05297,0.0,0.0,6607.264999999999,33960.89083333333,7492.175,1874.32,783.11,6025.5,229.91,1998.68,10653.86,3.9,2.1,4.3,0.2,0.5,0.1,68.8,66.6,69.3,-11.91592750000001,0,0,21,9898.5,1013.02,10911.52,-257.65999999999985,,,,
2022-08-08 22:00:00+00:00,123.875915,19.75594166666667,103.74004416666666,0.37992583333333335,0.0,140.0,15.60888,124.39112,0.0,0.0,6923.6016666666665,35942.5675,7198.135833333334,1866.91,771.17,6306.56,267.26,1944.76,11256.29,3.4,2.0,4.1,0.3,0.6,0.1,68.1,66.4,69.0,16.124084999999994,0,0,22,10118.23,1038.4299999999998,11156.66,99.63000000000102,,,,
2022-08-08 23:00:00+00:00,140.45094083333333,21.21041,118.808745,0.43178083333333334,0.0,138.49,11.09535,127.39465,0.0,0.0,7146.438333333333,37392.12666666667,7433.743333333333,1807.82,966.23,6377.86,407.23,1812.15,10821.67,3.0,1.9,4.0,0.3,0.7,0.1,67.6,66.2,68.9,-1.960940833333325,0,0,23,9997.83,1373.46,11371.29,-549.6200000000008,,,,
2022-08-09 00:00:00+00:00,120.24220916666667,10.420934166666667,109.82127666666668,0.0,0.0,153.4232,11.67689,141.7463,0.0,0.0,7208.448333333334,36966.53,8383.2875,1618.13,1056.09,5011.29,774.81,1632.02,9613.42,,1.8,3.8,,0.6,0.1,,66.2,68.8,33.18099083333334,0,0,0,8261.44,1830.8999999999999,10092.34,-478.9200000000001,,,,
2022-08-09 01:00:00+00:00,390.44930916666664,122.57846,267.870845,0.0,0.0,199.19008,21.71467,177.4754,0.0,0.0,6938.7275,36265.09166666667,8619.255833333335,1183.83,1100.91,3376.28,1182.24,1149.86,6055.37,,1.6,3.6,,0.7,0.1,,65.9,68.5,-191.25922916666664,0,0,1,5709.97,2283.15,7993.120000000001,-1937.750000000001,,,,
2022-08-09 02:00:00+00:00,153.58251333333334,8.836951666666666,139.4350375,5.310526666666667,0.0,203.38283,11.5973,191.78552,0.0,0.0,6009.1475,34539.845,9331.593333333334,396.23,1048.79,861.77,1214.67,337.3,2745.08,,1.5,3.4,,0.8,0.2,,65.7,68.3,49.800316666666674,0,0,2,1595.3,2263.46,3858.76,-1113.6800000000003,,,,
2022-08-09 03:00:00+00:00,228.98291333333336,20.871254166666667,195.7170125,12.394646666666667,0.0,166.52197,10.23252,156.28944,0.0,0.0,5711.186666666667,32180.372499999998,9821.010833333334,0.88,1032.15,0.25,1011.11,0.01,2029.09,,1.4,3.3,,0.8,0.2,,65.6,68.1,-62.46094333333335,0,0,3,1.14,2043.2600000000002,2044.4000000000003,-15.3100000000004,,,,
2022-08-09 04:00:00+00:00,265.600655,0.9532316666666668,249.12169416666666,15.525735,0.0,141.58015,1.78981,141.51686,-1.72651,0.0,5268.608333333334,30102.905833333334,8881.78,0.0,1078.29,0.0,905.93,0.0,2000.31,,1.4,3.2,,0.8,0.2,,65.5,68.0,-124.02050500000001,0,0,4,0.0,1984.2199999999998,1984.2199999999998,16.090000000000146,,,,
2022-08-09 05:00:00+00:00,123.42587333333334,0.5275291666666667,114.66466083333334,8.2336825,0.0,112.30486,0.0,114.16576,-1.8609,0.0,1928.9008333333331,26417.4725,7911.389999999999,0.0,1116.72,0.0,895.9,0.0,1886.68,1.9,1.3,3.1,0.7,0.9,0.2,66.2,65.5,68.0,-11.121013333333337,0,0,5,0.0,2012.62,2012.62,-125.93999999999983,,,,
2022-08-09 06:00:00+00:00,103.59022583333332,0.0,96.36136499999999,7.228859166666666,0.0,96.60685,0.0,98.06806,-1.46121,0.0,1730.2699999999998,23565.632499999996,7713.918333333334,0.0,1133.49,0.0,610.3,0.0,1781.09,2.2,1.7,3.3,0.6,0.6,0.2,66.6,66.1,68.1,-6.9833758333333265,0,0,6,0.0,1743.79,1743.79,37.299999999999955,,,,
2022-08-09 07:00:00+00:00,93.94666583333333,1.1266749999999999,85.55188666666668,7.268103333333333,0.0,84.79553,0.0,85.87759,-1.08206,0.0,1765.1425,21084.3475,8510.28,0.0,1124.65,0.0,696.41,0.0,1761.54,3.7,3.0,4.0,0.2,0.3,0.1,68.5,67.7,68.8,-9.151135833333328,0,0,7,0.0,1821.06,1821.06,-59.51999999999998,-129.6800000000003,1848.9066666666668,20039.091111111113,8391.854444444445
2022-08-09 08:00:00+00:00,88.69898916666666,0.0864575,81.89757083333333,6.7149608333333335,0.0,78.25529,-0.58599,80.30279,-1.46151,0.0,1618.0491666666667,18972.079166666666,8788.135833333334,0.0,1123.63,0.0,548.99,0.0,1650.28,6.0,5.0,5.4,0.1,0.1,0.1,70.9,69.9,70.3,-10.443699166666661,0,0,8,0.0,1672.6200000000001,1672.6200000000001,-22.340000000000146,-114.6400000000001,1727.0916666666665,18663.001666666667,8327.681666666665
2022-08-09 09:00:00+00:00,85.52014333333334,0.0,78.74837166666667,6.771768333333333,0.0,76.664,-0.74895,78.82389,-1.41095,0.0,1656.6308333333334,17605.213333333333,8901.8775,0.0,1082.57,0.0,573.65,0.0,1614.19,8.6,6.9,6.9,-777.7,-777.7,-777.7,73.6,71.8,71.9,-8.856143333333335,0,0,9,0.0,1656.2199999999998,1656.2199999999998,-42.029999999999745,-110.97999999999979,1581.0475,17365.6425,8201.910833333333
2022-08-09 10:00:00+00:00,82.75798416666667,0.0,76.87002083333333,5.8879633333333325,0.0,76.39251,-0.49991,77.73193,-0.8395,0.0,1608.755,17250.203333333335,8839.371666666668,0.0,1099.09,0.0,477.03,0.0,1488.87,10.7,7.8,8.3,0.0,-777.7,-777.7,75.7,72.8,73.3,-6.365474166666672,0,0,10,0.0,1576.12,1576.12,-87.25,-71.8900000000001,1436.5491666666667,16808.357500000002,7984.506666666667
2022-08-09 11:00:00+00:00,81.30185166666666,0.0,75.53588583333334,5.7659658333333335,0.0,76.85453,-1.02529,79.1542,-1.27438,0.0,1568.2124999999999,17433.4525,8716.911666666667,0.0,1047.66,0.0,384.85,0.0,1352.22,12.3,8.6,9.4,0.0,-777.7,0.0,77.3,73.6,74.4,-4.447321666666667,0,0,11,0.0,1432.5100000000002,1432.5100000000002,-80.29000000000019,-63.61000000000013,1414.925,17123.224166666667,7882.819166666667
2022-08-09 12:00:00+00:00,91.03044166666666,0.0,84.34129666666666,6.689143333333334,0.0,81.71849,-0.38762,83.45813,-1.35202,0.0,1482.5966666666666,18267.395833333332,8569.063333333334,0.0,966.6,0.0,314.46,0.0,1189.23,13.8,8.9,9.9,0.0,-777.7,0.0,78.8,73.9,74.9,-9.311951666666658,0,0,12,0.0,1281.06,1281.06,-91.82999999999993,-34.1099999999999,1522.9366666666665,18459.578333333335,7850.8875
2022-08-09 13:00:00+00:00,88.77732833333334,0.0,83.05156666666666,5.725763333333333,0.0,106.28379,0.0,107.80382,-1.52003,0.0,2740.5166666666664,20057.536666666667,7846.191666666667,0.0,1009.66,2.15,114.37,0.0,1458.99,15.2,9.0,10.1,0.0,-777.7,0.0,80.2,74.0,75.1,17.506461666666652,0,0,13,2.15,1124.03,1126.18,332.80999999999995,416.2800000000002,3814.4383333333335,20680.046666666665,8303.163333333332
2022-08-09 14:00:00+00:00,83.18240416666667,0.0,79.36465083333333,3.817755833333333,0.0,85.73235,0.0,88.13854,-2.40618,0.0,2840.1341666666667,22185.191666666666,7366.321666666667,266.92,1093.81,1058.77,59.73,138.96,4519.98,15.9,8.6,10.0,0.0,-777.7,0.0,80.9,73.6,75.0,2.549945833333325,0,0,14,1464.65,1153.54,2618.19,1901.7899999999995,2343.83,3940.0933333333337,23135.95,7624.993333333333
2022-08-09 15:00:00+00:00,72.8061425,-3.3128758333333335,73.9804075,2.1386141666666667,0.0,76.52027,0.0,78.44211,-1.92183,0.0,2854.6341666666667,23958.159166666665,6641.264166666667,1363.65,1099.32,3937.77,35.46,977.75,8532.87,15.9,8.0,9.6,0.0,-777.7,0.0,80.9,73.0,74.6,3.7141274999999894,0,0,15,6279.17,1134.78,7413.95,1118.920000000001,995.9499999999998,4099.0525,25345.284166666665,6321.0233333333335
2022-08-09 16:00:00+00:00,70.2089375,0.0,67.97777916666666,2.2311583333333336,0.0,75.33959,0.0,75.33959,0.0,0.0,3108.7225,24554.25333333333,6633.554166666666,1736.6,1072.45,5112.92,65.42,1505.96,10019.57,14.7,7.0,9.0,0.0,-777.7,0.0,79.7,72.0,74.0,5.1306524999999965,0,0,16,8355.48,1137.8700000000001,9493.35,526.2199999999993,1123.5100000000002,4339.178333333333,26496.977499999997,5935.650000000001
2022-08-09 17:00:00+00:00,69.16954333333332,0.0,67.02913416666667,2.1404091666666667,0.0,75.3327,0.23572,75.09697,0.0,0.0,3067.060833333333,25606.22,6609.514999999999,1799.26,1067.65,6236.16,142.75,1840.28,11315.27,12.6,5.7,8.0,0.0,-777.7,-777.7,77.6,70.6,73.0,6.16315666666668,0,0,17,9875.7,1210.4,11086.1,229.17000000000007,140.1899999999987,4760.095,27615.345,6039.44
2022-08-09 18:00:00+00:00,69.72055166666667,0.0,68.61142916666667,1.1091208333333333,0.0,80.12222,2.3842,77.73802,0.0,0.0,3196.4383333333335,27309.0775,6386.555,1810.49,929.43,7304.12,171.63,1728.4,12332.47,9.7,4.1,6.6,0.0,0.1,-777.7,74.7,69.0,71.6,10.401668333333333,0,0,18,10843.01,1101.06,11944.07,388.39999999999964,-125.05999999999949,5164.0625,28785.37,6636.779166666667
2022-08-09 19:00:00+00:00,75.39648083333334,0.2798508333333333,74.3481325,0.7684966666666666,0.0,97.9,7.28874,90.61126,0.0,0.0,3984.3975000000005,29569.506666666668,6516.255833333334,1829.97,874.95,7731.93,288.96,1946.48,12599.4,6.4,2.7,5.1,-777.7,0.3,-777.7,71.3,67.4,70.1,22.503519166666663,0,0,19,11508.38,1163.91,12672.289999999999,-72.88999999999942,-194.91000000000167,5911.650833333333,30533.600833333334,6814.231666666667
2022-08-09 20:00:00+00:00,85.76450583333333,6.652078333333333,79.11242666666666,0.0,0.0,112.19452,11.17075,101.02377,0.0,0.0,4410.315833333333,30958.033333333336,7237.3875,1826.01,901.97,7547.33,369.14,1959.93,12245.7,4.7,2.3,4.6,0.1,0.4,0.1,69.7,66.9,69.5,26.430014166666666,0,0,20,11333.27,1271.1100000000001,12604.380000000001,-358.6800000000003,-264.0400000000009,6051.5625,32715.6675,7179.245
2022-08-09 21:00:00+00:00,127.36224666666668,26.722943333333333,100.63929916666666,0.0,0.0,121.48034,12.29219,113.64296,-4.4548,0.0,4788.230833333334,32911.270833333336,7246.804166666666,1841.85,923.66,6758.6,474.27,1884.76,11711.69,3.9,2.2,4.4,0.2,0.5,0.1,68.8,66.7,69.3,-5.88190666666668,0,0,21,10485.210000000001,1397.9299999999998,11883.140000000001,-171.45000000000073,-257.65999999999985,6607.264999999999,33960.89083333333,7492.175
2022-08-09 22:00:00+00:00,135.3540025,27.609489166666666,107.7445125,0.0,0.0,135.91357,13.86678,125.93829,-3.89149,0.0,4951.3075,34387.705,7237.618333333333,1815.96,804.41,6428.95,589.72,1869.64,11229.99,3.4,2.1,4.1,0.3,0.6,0.1,68.1,66.5,69.1,0.5595674999999858,0,0,22,10114.55,1394.13,11508.68,-278.6900000000005,99.63000000000102,6923.6016666666665,35942.5675,7198.135833333334
2022-08-09 23:00:00+00:00,151.579235,36.65938,114.919855,0.0,0.0,141.73799,16.48876,125.24923,0.0,0.0,5241.716666666666,35341.07666666667,7684.170000000001,1805.82,889.7,5633.19,767.68,1796.87,10437.33,3.0,1.9,4.0,0.3,0.7,0.1,67.7,66.3,68.9,-9.841245000000015,0,0,23,9235.88,1657.38,10893.259999999998,-455.9299999999985,-549.6200000000008,7146.438333333333,37392.12666666667,7433.743333333333
2022-08-10 00:00:00+00:00,142.0898925,30.486525,111.60337083333333,0.0,0.0,143.48677,12.93706,130.54971,0.0,0.0,5106.106666666667,35134.07083333333,8480.6725,1734.82,1133.5,4381.24,986.63,1628.78,9063.28,,1.8,3.9,,0.6,0.1,,66.2,68.8,1.3968775000000164,0,0,0,7744.839999999999,2120.13,9864.97,-801.6899999999987,-478.9200000000001,7208.448333333334,36966.53,8383.2875
2022-08-10 01:00:00+00:00,112.34578833333335,12.186573333333333,97.49996083333333,2.6592533333333335,0.0,199.0082,29.16174,169.84647,0.0,0.0,4915.34,33985.49833333333,9077.501666666665,1375.93,1106.45,3170.69,1088.69,1172.73,6217.99,,1.6,3.7,,0.7,0.1,,65.9,68.5,86.66241166666664,0,0,1,5719.35,2195.1400000000003,7914.490000000001,-1696.500000000001,-1937.750000000001,6938.7275,36265.09166666667,8619.255833333335
2022-08-10 02:00:00+00:00,508.7380416666667,134.9753775,349.8125416666667,23.95012,0.0,214.3409,18.76463,199.28294,-3.70666,0.0,4698.149166666667,33130.17,8693.1525,468.18,1064.76,824.43,1307.6,336.32,2762.97,,1.5,3.5,,0.8,0.1,,65.8,68.3,-294.3971416666667,0,0,2,1628.9299999999998,2372.3599999999997,4001.2899999999995,-1238.3199999999997,-1113.6800000000003,6009.1475,34539.845,9331.593333333334
2022-08-10 03:00:00+00:00,236.192325,58.1825575,165.69940333333332,12.310365,0.0,164.89732,11.25083,156.08136,-2.43487,0.0,3893.2616666666668,31484.170833333334,9157.711666666668,0.7,792.3,0.26,1209.12,0.04,2168.61,,1.5,3.4,,0.8,0.2,,65.7,68.2,-71.295005,0,0,3,1.0,2001.4199999999998,2002.4199999999998,166.19000000000028,-15.3100000000004,5711.186666666667,32180.372499999998,9821.010833333334
