INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,VALUE,OPR_INTERVAL,GROUP
2022-08-22T08:50:00-00:00,2022-08-22T08:55:00-00:00,2022-08-22,02,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,5.24119,11,1
2022-08-22T08:55:00-00:00,2022-08-22T09:00:00-00:00,2022-08-22,02,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,5.24119,12,1
2022-08-22T09:00:00-00:00,2022-08-22T09:05:00-00:00,2022-08-22,03,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,3.53388,1,1
2022-08-22T09:05:00-00:00,2022-08-22T09:10:00-00:00,2022-08-22,03,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,3.57035,2,1
2022-08-22T09:10:00-00:00,2022-08-22T09:15:00-00:00,2022-08-22,03,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,3.69658,3,1
2022-08-22T09:15:00-00:00,2022-08-22T09:20:00-00:00,2022-08-22,03,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.21007,4,1
2022-08-22T09:20:00-00:00,2022-08-22T09:25:00-00:00,2022-08-22,03,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,2.58545,5,1
2022-08-22T09:25:00-00:00,2022-08-22T09:30:00-00:00,2022-08-22,03,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,5.22455,6,1
2022-08-22T09:30:00-00:00,2022-08-22T09:35:00-00:00,2022-08-22,03,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,5.34297,7,1
2022-08-22T09:35:00-00:00,2022-08-22T09:40:00-00:00,2022-08-22,03,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,5.34297,8,1
2022-08-22T09:40:00-00:00,2022-08-22T09:45:00-00:00,2022-08-22,03,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,4.28893,9,1
2022-08-22T09:45:00-00:00,2022-08-22T09:50:00-00:00,2022-08-22,03,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.9944,10,1
2022-08-22T09:50:00-00:00,2022-08-22T09:55:00-00:00,2022-08-22,03,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.81275,11,1
2022-08-22T09:55:00-00:00,2022-08-22T10:00:00-00:00,2022-08-22,03,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.82568,12,1
2022-08-22T10:00:00-00:00,2022-08-22T10:05:00-00:00,2022-08-22,04,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,2.70045,1,1
2022-08-22T10:05:00-00:00,2022-08-22T10:10:00-00:00,2022-08-22,04,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.82633,2,1
2022-08-22T10:10:00-00:00,2022-08-22T10:15:00-00:00,2022-08-22,04,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.71827,3,1
2022-08-22T10:15:00-00:00,2022-08-22T10:20:00-00:00,2022-08-22,04,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.72891,4,1
2022-08-22T10:20:00-00:00,2022-08-22T10:25:00-00:00,2022-08-22,04,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.72254,5,1
2022-08-22T10:25:00-00:00,2022-08-22T10:30:00-00:00,2022-08-22,04,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.74527,6,1
2022-08-22T10:30:00-00:00,2022-08-22T10:35:00-00:00,2022-08-22,04,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,3.11994,7,1
2022-08-22T10:35:00-00:00,2022-08-22T10:40:00-00:00,2022-08-22,04,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,2.71582,8,1
2022-08-22T10:40:00-00:00,2022-08-22T10:45:00-00:00,2022-08-22,04,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,2.32932,9,1
2022-08-22T10:45:00-00:00,2022-08-22T10:50:00-00:00,2022-08-22,04,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,2.69199,10,1
2022-08-22T10:50:00-00:00,2022-08-22T10:55:00-00:00,2022-08-22,04,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,3.63626,11,1
2022-08-22T10:55:00-00:00,2022-08-22T11:00:00-00:00,2022-08-22,04,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,3.63626,12,1
2022-08-22T11:00:00-00:00,2022-08-22T11:05:00-00:00,2022-08-22,05,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.5935,1,1
2022-08-22T11:05:00-00:00,2022-08-22T11:10:00-00:00,2022-08-22,05,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.62372,2,1
2022-08-22T11:10:00-00:00,2022-08-22T11:15:00-00:00,2022-08-22,05,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.57291,3,1
2022-08-22T11:15:00-00:00,2022-08-22T11:20:00-00:00,2022-08-22,05,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.54033,4,1
2022-08-22T11:20:00-00:00,2022-08-22T11:25:00-00:00,2022-08-22,05,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.54033,5,1
2022-08-22T11:25:00-00:00,2022-08-22T11:30:00-00:00,2022-08-22,05,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.54033,6,1
2022-08-22T11:30:00-00:00,2022-08-22T11:35:00-00:00,2022-08-22,05,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.21071,7,1
2022-08-22T11:35:00-00:00,2022-08-22T11:40:00-00:00,2022-08-22,05,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,2.37251,8,1
2022-08-22T11:40:00-00:00,2022-08-22T11:45:00-00:00,2022-08-22,05,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,3.76087,9,1
2022-08-22T11:45:00-00:00,2022-08-22T11:50:00-00:00,2022-08-22,05,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,4.38095,10,1
2022-08-22T11:50:00-00:00,2022-08-22T11:55:00-00:00,2022-08-22,05,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,5.08964,11,1
2022-08-22T11:55:00-00:00,2022-08-22T12:00:00-00:00,2022-08-22,05,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,5.07647,12,1
2022-08-22T12:00:00-00:00,2022-08-22T12:05:00-00:00,2022-08-22,06,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.76737,1,1
2022-08-22T12:05:00-00:00,2022-08-22T12:10:00-00:00,2022-08-22,06,0096WD_7_N001,0096WD_7_N001,0096WD_7_N001,RTM,MCC,LMP_CONG_PRC,0096WD_7_N001,ALL,1,1.62042,2,1
